Material_Name,Chemical_Composition,Material_Class,Film_Thickness,Substrate,Material_Type,Superconductor_Type,Superconducting_Transition_Temperature,Pressure,Crystal_Structure,Lattice_Structure,Space_Group,"Lattice_Constant(a)","Lattice_Constant(b)","Lattice_Constant(c)",Lower_Critical_Field,Upper_Critical_Field,Experimental,DOI
V₃Re,V₃Re,Bulk,,,SC,Type-II,4.5/6.3 K,,Tetragonal,CrFe type (σ phase),tP30,,,,,,TRUE,Handbook of SC
V₃Sb,V₃Sb,Bulk,,,SC,,<1 K,,Cubic,β-wolfram,Pm3n,,,,,,True,10.1103/PhysRev.121.1357
V₃Si,V₃Si,,,,SC,Type-II,16.9-17.1 K,,Cubic,β-wolfram,,,,,,,,10.1103/PhysRev.95.1435
V₃Si,V₃Si,Bulk,,,SC,High-Tc,,,,A-15 β-tungsten,,,,,,,,10.1103/PhysRevB.9.1246
V₃Si,V₃Si,Bulk,,,SC,Type-II,17 K,,,A-15,,,,,,,True,10.1103/PhysRevLett.39.716
V₃Si (radiation damaged - dose 0.75×10¹⁷ cm⁻²),V₃Si,Bulk,,,SC,Type-II,8 K,,,A-15,,,,,,,True,10.1103/PhysRevLett.39.716
V₃Si (radiation damaged - dose 1.5×10¹⁷ cm⁻²),V₃Si,Bulk,,,SC,Type-II,5 K,,,A-15,,,,,,,True,10.1103/PhysRevLett.39.716
V₃Si (radiation damaged - dose 2.5×10¹⁷ cm⁻²),V₃Si,Bulk,,,SC,Type-II,2 K,,,A-15,,,,,,,True,10.1103/PhysRevLett.39.716
V₃Si,V₃Si,Bulk,,,SC,High-Tc,17 K,,Cubic,A-15,,,,,,,,10.1103/PhysRevB.19.1734
V₃Si,V₃Si,,,,SC,Type-II,17.0 K,,,A15,,,,,,,,10.1103/PhysRevB.29.150
V₃Si single crystal,V₃Si,Bulk,,,SC,Type-II,16.85 K,up to 20 kbar,Cubic,A15,,,,,,,True,10.1103/PhysRevLett.25.1483
V₃Si polycrystal,V₃Si,Bulk,,,SC,Type-II,16.83 K,up to 20 kbar,Cubic,A15,,4.725 Å,4.725 Å,4.725 Å,,,True,10.1103/PhysRevLett.25.1483
V₃Si,V₃Si,Bulk,,,SC,,17.1 K,,Cubic,β-wolfram,Pm3n,,,,,,True,10.1103/PhysRev.121.1357
V₃Si,V₃Si,Bulk,,,SC,A15,,,Cubic,A15,,,,,,,,10.1103/PhysRevB.25.6666
V₃Si,V₃Si,Bulk,,,SC,,,,,A15,,,,,,,,10.1103/PhysRevB.43.1021
V₃Si,V₃Si,,,,SC,,,,,,,,,,,,,10.1103/PhysRevB.37.5920
V₃Si,V₃Si,Bulk,,,SC,Type-II/A15,17 K,,Cubic,A15,,,,,,200 kOe,True,10.1103/PhysRevB.38.4457
V₃Si,V₃Si,Bulk,,,SC,,,,,β-W,,,,,,,,10.1103/PhysRevB.4.2906
V₃Si,V₃Si,,,,SC,A15,,,,A15,,,,,,,,10.1103/PhysRevB.36.3941
V₃Si,V₃Si,,,,SC,,,,,,,,,,,,,10.1103/PhysRevB.38.240
V₃Si,V₃Si,Thin Film,0.3-1.0 μm,Al₂O₃,SC,Type-II/A-15,16.8-17.1 K,,Cubic,A-15,,,,,,,True,10.1103/PhysRevB.20.2721
V₃Si,V₃Si,,,,SC,,,,,,,,,,,,,10.1103/PhysRevB.53.R8871
V₃Si,V₃Si,Bulk,,,SC,Type-II,,,,,,,,,,,,10.1103/PhysRevLett.66.1346
V₃Si,V₃Si,Bulk,,,SC,High-Tc,17.1 K,,Cubic,β-wolfram,Pm3n,4.72 Å,4.72 Å,4.72 Å,,,,10.1103/PhysRev.138.A112
V₃Si,V₃Si,Bulk,,,SC,Type-II,,,,A15,,,,,,,False,10.1103/PhysRevB.21.2712
V₃Si,V₃Si,Bulk,,,SC,,17 K,,,,,,,,,,,10.1103/PhysRevB.43.463
V₃Si,V₃Si,Bulk,,,SC,,,,,A15,,,,,,,,10.1103/PhysRevB.39.4249
V₃Si,V₃Si,,,,SC,A15/High-Tc,,,,A15,,,,,,,,10.1103/PhysRevB.23.3230
V₃Si,V₃Si,Bulk,,,SC,Type-II,17 K,,,,,,,,,,True,10.1103/PhysRevB.14.3914
V₃Si,V₃Si,,,,SC,Type-II,,,,A15,,,,,,,,10.1103/PhysRevB.24.3794
V₃Si,V₃Si,,,,SC,High-Tc,,,,A15,,,,,,,,10.1103/PhysRevB.25.5856
V₃Si,V₃Si,Bulk,,,SC,High-Tc,,10 kbar,Cubic,A15,,,,,,,True,10.1103/PhysRevLett.33.1223
V₃Si,V₃Si,,,,SC,A15,,,,A15,,,,,,,,10.1103/PhysRevB.38.7077
V₃Si,V₃Si,Bulk,,,SC,High-Tc,16.6 K,0-45 kbar,Cubic,A-15,,,,,,,True,10.1103/PhysRevLett.41.424
V₃Si,V₃Si,Bulk,,,SC,A15,17 K,,,A15,,,,,,,,10.1103/PhysRevB.65.224510
V₃Si,V₃Si,,,,SC,A15,,,,,,,,,,,,10.1103/PhysRevB.65.064515
V₃Si,V₃Si,Bulk,,,SC,High-Tc,17 K,,,β-tungsten,,,,,,,,10.1103/PhysRevLett.29.1082
V₃Si (A15),V₃Si,Bulk,,,SC,Type-II,16.0 K,,,A15,,,,,55.0 mT,23.0 T,TRUE,Handbook of SC
V₃Si,V₃Si,Bulk,,,SC,Type-II,17.1 K,,,,,,,,,,TRUE,Handbook of SC
V₃Si 415,V₃Si,Bulk,,,SC,Type-II,17.1 K,,,,,,,,,,TRUE,Handbook of SC
V₃Si(A15),V₃Si,Bulk,,,SC,Type-II,17.1 K,,Cubic,A15,,,,,,,TRUE,Handbook of SC
V₃Si (A15),V₃Si,Bulk,,,SC,Type-II,17 K,,,A15,,,,,,,TRUE,Handbook of SC
V₃Si,V₃Si,Bulk,,,SC,Type-II,17.1 K,,,,,,,,,,TRUE,Handbook of SC
V₃Si,V₃Si,Bulk,,,SC,Type-II,16 K,,,A15,,,,,55 mT,23 T,TRUE,Roberts (1976)
V₃Si,V₃Si,Bulk,,,SC,Type-II,17.1 K,,,A15,,,,,,,TRUE,Handbook of SC
V₃Sn,V₃Sn,Bulk,,,SC,Type-II,3.6 K,,,β-tungsten structure,,,,,,16 kG,True,10.1103/PhysRevLett.20.1475
V₃Sn,V₃Sn,Bulk,,,SC,,<1 K,,Cubic,β-wolfram,Pm3n,,,,,,True,10.1103/PhysRev.121.1357
V₅Si₃,V₅Si₃,Bulk,,,NSC,,,,,,,,,,,,True,10.1103/PhysRevB.14.3914
V₆₀Ti₃₀Cr₁₀,V₆₀Ti₃₀Cr₁₀,Bulk,,,SC,Type-II,5.7 K,,,,,,,,,,True,10.1103/PhysRevLett.23.1105
Tungsten Nano-wire,"W, C, Ga",Nanowire,,,SC,Type-II,5.5 K,,Disordered,,,,,,,,TRUE,10.1016/j.tsf.2007.02.029
W-C,W-C,Nanowire,,,SC,Type-II,4.7 K,,Amorphous,,,,,,,,TRUE,10.1016/j.jssc.2022.123476
W-C,W-C,Nanowire,,,SC,Type-II,6.2-7.1 K,,WC1-x,,,,,,,,FALSE,10.1016/j.jssc.2022.123476
Amorphous W-C-Ga-O,W-C-Ga-O,Thin Film,,,SC,Type-II,4 K,,Amorphous,,,,,,,,TRUE,10.1016/j.physc.2014.04.031
Amorphous W-Ge,W-Ge,Thin Film,,Silicon,SC,Type-II,4 K,,Amorphous,,,,,,,5 T,True,10.1103/PhysRevB.49.13275
Amorphous W-Re,W-Re,Thin Film,,,SC,,,,Amorphous,Amorphous,,,,,,,,10.1103/PhysRevB.29.4167
Tungsten-Rhenium alloy,W-Re,Thin Film,,,SC,,,,,,,,,,,,,10.1103/PhysRevB.33.1691
Tungsten-Silicon Multilayer,W-Si,Thin Film,,,SC,Type-II,2.72–4.21 K,,Amorphous,,,,,,,,TRUE,10.1016/0921-4534(92)90230-A
WS3,W/Si (2 nm /1 nm)×10,Bulk,,,SC,Type-II,2.82 K,,,Triangular,,,,,,,TRUE,10.1016/S0921-4526(02)02274-3
WS4,W/Si (3 nm /1 nm)×10,Bulk,,,SC,Type-II,3.39 K,,,Square,,,,,,,TRUE,10.1016/S0921-4526(02)02274-3
W/WO3 interface,W/WO3,Bulk,,,SC,Type-II,35-75 K,,,,,,,,,,TRUE,10.1016/j.physc.2017.02.002
W-Tc,W0.18Tc0.82,Bulk,,,SC,Type-II,10.3 K,,A3-type,hcp,,,,,,,TRUE,10.1016/0378-4363(85)90521-2
W0.25Tc0.75,W0.25Tc0.75,Bulk,,,SC,Classical,9.0 K,,,,,9.478 Å,,4.950 Å,,,TRUE,Handbook of SC
W-Tc,W0.25Tc0.75,Bulk,,,SC,Type-II,9.0 K,,sigma phase,,,,,,,,TRUE,10.1016/0378-4363(85)90521-2
W-Re alloy (30 at.% W),W0.3Re0.7,Thin Film,30-120 Å,oxidized silicon,SC,Type-II,"variable with sheet resistance, max 6.4 K",,amorphous,amorphous,,,,,,,True,10.1103/PhysRevB.28.6607
Tungsten-containing carbon-oxide film,W0.474O0.106C0.42,Thin Film,,,SC,Type-II,3.75 K,,Amorphous,,,,,,,8.0 T,TRUE,10.1016/j.diamond.2006.07.019
Amorphous W-C-Ga,W0.4C0.4Ga0.2,Thin Film,,,SC,Type-II,5.2 K,,Amorphous,,,,,,,9.5 T,TRUE,10.1016/j.physc.2005.02.151
W0.50Re0.50,W0.50Re0.50,Bulk,,,SC,Classical,5.03 K,,,,,9.63 Å,,5.01 Å,,,TRUE,Handbook of SC
W-Re alloy (50 at.% W),W0.5Re0.5,Thin Film,30-120 Å,oxidized silicon,SC,Type-II,"variable with sheet resistance, max 6.4 K",,amorphous,amorphous,,,,,,,True,10.1103/PhysRevB.28.6607
W-Tc,W0.5Tc0.5,Bulk,,,SC,Type-II,8.2 K,,A2-type,bcc,,,,,,,TRUE,10.1016/0378-4363(85)90521-2
Tungsten-Rhenium,W0.60Re0.40,Bulk,,,SC,Type-II,5.2 K,,Cubic,body-centered cubic,,,,,,,,10.1103/PhysRev.140.A914
W0.60Ru0.40,W0.60Ru0.40,Bulk,,,SC,Classical,4.67 K,,,,,9.57 Å,,4.96 Å,,,TRUE,Handbook of SC
W0.66Os0.34,W0.66Os0.34,Bulk,,,SC,Classical,3.81 K,,,,,9.63 Å,,4.98 Å,,,TRUE,Handbook of SC
Amorphous tungsten germanium,W0.67Ge0.33,Thin Film,73 nm,SiO2,SC,Type-II,4.725 K,,Amorphous,,,,,,,,True,10.1103/PhysRevB.53.R2983
WGe film,W0.67Ge0.33,Thin Film,600 Å,,SC,Type-II,4.6 K,,amorphous,amorphous,,,,,,,True,10.1103/PhysRevB.57.3615
Tungsten silicide,W0.6Si0.4,Bulk,,,SC,,2.8 K,,,,,,,,,,,10.1103/PhysRevB.62.12516
W0.72Ir0.28,W0.72Ir0.28,Bulk,,,SC,Classical,4.46 K,,,,,9.67 Å,,5.00 Å,,,TRUE,Handbook of SC
Amorphous Tungsten-Germanium,W0.7Ge0.3,Thin Film,,,SC,Type-II,4.9 K,,Amorphous,,,,,,,,TRUE,10.1016/0921-4534(93)90838-H
Tungsten-Platinum,W0.85Pt0.15,Bulk,,,SC,Type-II,2.7 K,,,,,,,,,,,10.1103/PhysRev.140.A914
WTe2,W1Te2,Thin Film,Monolayer,,Topological Insulator,,NSC,,,,,,,,,,FALSE,10.1103/PhysRevLett.121.096803
W2B,W2B,Bulk,,,SC,Type-II,3.18 K,,Tetragonal,body centered tetragonal (CuAl2 type),,5.564 Å,5.564 Å,4.740 Å,,,True,10.1103/PhysRev.179.452
Tungsten diboride,W2B,Bulk,,,SC,,3.18 K,,Tetragonal,body centered tetragonal,,5.564 Å,5.564 Å,4.740 Å,,,True,10.1103/PhysRev.179.450
W2B,W2B,Bulk,,,SC,,,,,CuAl2 structure,,,,,,,,10.1103/PhysRevB.38.7067
Tungsten diboride,W2B,Bulk,,,SC,,,,,,,,,,,,,10.1103/PhysRev.179.458
W2B,W2B,Bulk,,,SC,Type-II,3.10 K,,Tetragonal,CuAl2 type,,,,,,,True,10.1103/PhysRev.93.1004
W2B,W2B,,,,SC,,3.22 K,,,,,5.564 Å,,4.740 Å,,,FALSE,10.1016/j.jallcom.2020.154855
tetr-W2B2,W2B2,Thin Film,,,SC,Conventional/Phonon-mediated,7.8 K,,Tetragonal,tetragonal,,,,,,,FALSE,10.1103/PhysRevMaterials.4.114802
hex-W2B2,W2B2,Thin Film,,,SC,Conventional/Phonon-mediated,1.5 K,,Hexagonal,hexagonal,,,,,,,FALSE,10.1103/PhysRevMaterials.4.114802
W2B4,W2B4,Bulk,,,SC,Type-II,5.4 K,,,,,,,,,,TRUE,10.1016/j.solidstatesciences.2012.05.036
W2C,W2C,Bulk,,,SC,,2.74 K,,Hexagonal,,,,,,,,True,10.1103/PhysRev.87.799
Tungsten carbide,W2C,Bulk,,,SC,,2-10 K,,,,,,,,,,,10.1103/PhysRevB.62.12516
W2C (monolayer),W2C,Thin Film,Monolayer,,SC,,,Ambient,,,,,,,,,FALSE,10.1103/PhysRevB.105.165101
Tungsten carbide,W2C,Bulk,,,SC,,4.05 K,,Orthorhombic,xi-Fe2N-type,Pbcn,4.75,6.10,5.23,,,FALSE,10.1103/PhysRevB.101.195144
W2C-Tc,W2C0.5Tc0.5,Bulk,,,SC,Type-II,2.5 K,,hexagonal,,,,,,,,TRUE,10.1016/0378-4363(85)90521-2
W2C-Tc,W2CTc,Bulk,,,SC,Type-II,7.9 K,,hexagonal,,,,,,,,TRUE,10.1016/0378-4363(85)90521-2
W2N,W2N,Bulk,,,NSC,,,,,NaCl type with half interstitial positions vacant,,,,,,,True,10.1103/PhysRev.87.799
Nanocrystalline β-W and W2N,W2N,Thin Film,,,SC,Type-II,3 K to 4.9 K,,,,,,,,,,TRUE,10.1016/j.tsf.2019.06.014
Monolayer W2N3,W2N3,Thin Film,Monolayer (5.15 Å),,SC,"Type-I, Ising, High-Tc",38 K,,Hexagonal,Layered,P-6m2,2.91,2.91,,,>70 T,FALSE,10.1103/PhysRevB.103.064510
W2N3,W2N3,Bulk,,,SC,Type-II,24.58 K,,Hexagonal,Layered,P63/mmc,,,,,,FALSE,10.1016/j.mtphys.2021.100504
Hydrogen-passivated monolayer W2N3,W2N3H2,Thin Film,Monolayer,,SC,"s-wave, High-Tc",29.21-22.27 K,,Hexagonal,Layered,,,,,,,FALSE,10.1103/PhysRevB.103.064510
W3Al1.4C0.8,W3Al1.4C0.8,Bulk,,,SC,Type-II,6.4 K,,Cubic,Cubic,P4132,,,,,,TRUE,10.1016/j.isci.2020.101196
W3Al2C,W3Al2C,Bulk,,,SC,Type-II,7.6 K,Ambient,Cubic,beta-Mn type,P4132,6.8757,6.8757,6.8757,100 Oe,13.1-15.4 T,TRUE,10.1103/PhysRevB.100.094522
W3Al2C,W3Al2C,Bulk,,,SC,Type-II,7.5 K,,Cubic,beta-Mn-type,P4_132,,,,,>50 T,TRUE,10.1103/PhysRevB.103.174511
W3Al2C,W3Al2C,Bulk,,,SC,Type-II,7.6 K,,Cubic,Cubic,P4132,,,,,,TRUE,10.1016/j.isci.2020.101196
Tungsten triiridium,W3Ir,Bulk,,,SC,,3.82-2.1 K,,,,,,,,,,True,10.1103/PhysRev.97.74
Tungsten oxide,W3O,Thin Film,,,SC,,,,,,,,,,,,,10.1103/PhysRevB.39.10009
Tungsten triosmium,W3Os,Bulk,,,SC,,3.02-2.21 K,,,,,,,,,,True,10.1103/PhysRev.97.74
Tungsten Silicide,W3Si,Thin Film,few nanometers,Si,SC,Type-II,4.5 K,,Cubic,simple cubic,,,,,,,TRUE,10.1103/PhysRevB.92.064504
W3Si2,W3Si2,Bulk,,,SC,Type-II,2.84 K,,,unknown structure,,,,,,,True,10.1103/PhysRev.93.1004
"(W, Ta)5SiB2",W4.5Ta0.5SiB2,Bulk,,,SC,Type-II,6.5 K,,,,,,,,121 Oe,14.7 kOe,TRUE,10.1016/j.phpro.2012.03.407
Tungsten Nanowire,W48C30Ga16O6,Nanowire,,,SC,Type-II,5.1K,,Nanocrystalline,,,,,,,,TRUE,10.1016/j.mee.2010.12.116
W4ReSi3,W4ReSi3,,,,SC,,6.36 K,,,,,,,,,,FALSE,10.1016/j.jssc.2024.125041
W5Si2.3P0.7,W5Si2.3P0.7,Bulk,,,SC,Type-II,6.2 K,2 GPa,Body-centered tetragonal,Tetragonal,I4/mcm,9.5739,9.5739,4.9754,,5.5 T,TRUE,10.1016/j.jssc.2024.125041
W5SiB2,W5SiB2,Bulk,,,SC,,5.8 K,,Tetragonal,Cr5B3-type,I4/mcm (No. 140),6.093,6.093,11.039,,,FALSE,10.1103/PhysRevB.109.144524
W5SiB2,W5SiB2,Bulk,,,SC,Type-II,5.8 K,,Tetragonal,Cr5B3-type,I4/mcm,,,,,5 kOe,FALSE,10.1103/PhysRevB.93.064507
W5SiB2,W5SiB2,Bulk,,,SC,Type-II,5.8 K,,Tetragonal,,I 4/mcm,0.6034 nm,,1.102 nm,,5200 Oe,TRUE,10.1016/j.physc.2011.05.035
WGe amorphous film,W67Ge33,Thin Film,600 Å,SiO2,SC,Type-II,4.53 K,,amorphous,amorphous,,,,,,,True,10.1103/PhysRevB.54.7385
W7Re13B,W7Re13B,,,,SC,Type-II,7.1 K,,,,,,,,7.7 mT,11.4 T,FALSE,10.1016/j.cryogenics.2008.07.001
W7Re13B,W7Re13B,Bulk,,,SC,Type-II,7.1 K,,β-Mn-type,Cubic,P4132,,,,7.7 mT,11.4 T,TRUE,10.1016/j.physb.2006.01.489
W7Re13B,W7Re13B,Bulk,,,SC,Type-II,7.22 K,0 GPa,Cubic,β-Mn-type,P 4_132,6.820 Å,6.820 Å,6.820 Å,8.77 mT,11.8 T,TRUE,10.1016/j.jallcom.2006.08.358
W7Re13B,W7Re13B,,,,SC,,7.1 K,,,,,,,,,,FALSE,10.1016/j.jallcom.2020.154855
W7Re13B,W7Re13B,Bulk,,,SC,Type-II,7.2 K,,β-Mn-type,Cubic,P4132,,,,,,FALSE,10.1016/j.stam.2005.11.001
W7Re13B,W7Re13B,,,,SC,,7.1 K,,,,,,,,,,FALSE,10.1016/j.physc.2007.05.015
W7Re13C,W7Re13C,Bulk,,,SC,Type-II,7.3 K,,β-Mn-type,Cubic,P4132,,,,4.0 mT,12.6 T,TRUE,10.1016/j.physb.2006.01.489
W7Re13C,W7Re13C,,,,SC,,7.3 K,,,,,,,,,,FALSE,10.1016/j.jallcom.2006.08.358
W7Re13C,W7Re13C,Bulk,,,SC,Type-II,7.3 K,,β-Mn-type,Cubic,P4132,,,,,,FALSE,10.1016/j.stam.2005.11.001
W7Re13C,W7Re13C,,,,SC,,7.3 K,,,,,,,,,,FALSE,10.1016/j.physc.2007.05.015
Tungsten boride,WB,Bulk,,,NSC,,Not superconducting down to 1.77 K,,Tetragonal,,,,,,,,True,10.1103/PhysRev.90.115
Tetragonal WB,WB,Bulk,,,SC,Type-II,4.3 K,,Tetragonal,,I 41/amd (141),3.11692,3.11692,16.9318,,,TRUE,10.1016/j.solidstatesciences.2012.05.036
Orthorhombic WB,WB,Bulk,,,SC,Type-II,2.8 K,,Orthorhombic,,Cmcm (63),3.13539,8.45435,3.06595,,,TRUE,10.1016/j.solidstatesciences.2012.05.036
WB2,WB2,Bulk,,,SC,,~17 K,near 90 GPa,Hexagonal,AlB2-like (MgB2-like) with stacking faults,P63/mmc,,,,,,FALSE,10.1103/PhysRevB.108.094501
WB4,WB4,Bulk,,,NSC,,,,,,,,,,,,TRUE,10.1103/PhysRevB.105.094104
WB4.2,WB4.2,,,,SC,,2.05 K,,,,,,,,,,FALSE,10.1016/j.jallcom.2020.154855
Tungsten Beryllide (WBe12),WBe12,Bulk,,,NSC,,,,,,,,,,,,TRUE,10.1103/PhysRevMaterials.6.064804
Tungsten Beryllide (WBe2),WBe2,Bulk,,,NSC,,,,,,,,,,,,TRUE,10.1103/PhysRevMaterials.6.064804
Tungsten Beryllide,WBe22,Bulk,,,SC,Type-II,4.3 K,0 GPa,Cubic,Frank-Kasper (ZrZn22-type),,,,,,58 mT,TRUE,10.1103/PhysRevMaterials.6.064804
WBe₁₂,WBe₁₂,Bulk,,,SC,Type-II,4.1 K,,Tetragonal,ThMn₁₂ type,I4/mmm,7.362 Å,7.362 Å,4.216 Å,,,TRUE,Handbook of SC
WBe₁₃,WBe₁₃,Bulk,,,SC,,4.1 K,,,,,,,,,,TRUE,Handbook of SC
WBe₁₃,WBe₁₃,Bulk,,,SC,,4.1 K,,Tetragonal,,,,,,,,TRUE,Handbook of SC
WBe₂₂,WBe₂₂,Bulk,,,SC,,4.1 K,,,,,,,,,,TRUE,Handbook of SC
WBe₂₂,WBe₂₂,Bulk,,,SC,Type-II,4.14 K,,Cubic,ZrZn₂₂ type,Fd3̄m,11.631 Å,11.631 Å,11.631 Å,,,TRUE,Handbook of SC
Tungsten carbide,WC,Bulk,,,SC,,3.5-4 K,,,,,,,,,,True,10.1103/PhysRev.146.291
WC,WC,Bulk,,,SC,Type-II,10.0 K,,Cubic,,,,,,,,True,10.1103/PhysRevB.8.5093
WC,WC,Bulk,,,NSC,,,,Hexagonal,,,,,,,,True,10.1103/PhysRev.87.799
WC,WC,Bulk,,,SC,Type-II,10 K,,Cubic,B1 (rocksalt),,,,,,,,10.1103/PhysRevB.31.752
Tungsten carbide,WC,Bulk,,,SC,,10.0 K,,Cubic,NaCl-type,,4.266 Å,,,,,True,10.1103/PhysRev.159.327
Tungsten carbide,WC,Bulk,,,NSC,,Not superconducting down to 1.8 K,,Hexagonal,,,,,,,,True,10.1103/PhysRev.90.115
WC,WC,Bulk,,,SC,Classical,10.0 K,,Cubic,NaCl type,,4.266 Å,,,,,TRUE,Handbook of SC
WC,WC,Bulk,,,SC,Classical,10.0 K,,Cubic,NaCl type (rock salt),,,,,,,TRUE,Handbook of SC
Tungsten Carbide Nanowire,WC,Nanowire,,,SC,,5 K,,,,,,,,,,FALSE,10.1103/PhysRevB.78.134516
Tungsten Carbide,WC,Bulk,0.3 mm to 0.65 mm,,NSC,,Not observed down to 2 K,Ambient,Hexagonal,WC-type,P-6m2 (No.187),,,,,,TRUE,10.1103/PhysRevB.100.235109
Tungsten Carbide (Point Contact Induced Superconductivity),WC,Bulk (local interface region),tens of nanometers to the order of a micrometer,,SC,Unconventional,4 K to 12 K,Ambient,Hexagonal,WC-type,P-6m2 (No.187),,,,,up to ~3 T,TRUE,10.1103/PhysRevB.100.235109
Tungsten Carbide,WC,Bulk,,,SC,Type-II,9.23 K,Atmospheric,WC,Hexagonal,,2.9065,2.9065,2.895,,,FALSE,10.1016/j.jpcs.2014.09.004
WC₀.₅,WC₀.₅,Bulk,,,SC,,3.05 K,,Hexagonal,NiAs type,,3.00 Å,,4.72 Å,,,TRUE,Handbook of SC
WGe,WGe,,,,SC,Type-II,,,,,,,,,,,,10.1103/PhysRevLett.87.197004
WN,WN,Bulk,,,SC,High-Tc,,,Cubic,B1 (rocksalt),,4.20 Å,4.20 Å,4.20 Å,,,False,10.1103/PhysRevB.31.752
Tungsten Nitride,WN,Bulk,,,SC,Type-II,4.21 K,Atmospheric,WC,Hexagonal,,2.865,2.865,2.9119,,,FALSE,10.1016/j.jpcs.2014.09.004
β-tungsten,WN0.5,Thin Film,,,SC,Type-II,1.1 K,,A15,,Pm-3n,0.5102 nm,0.5102 nm,0.5102 nm,,0.63 T,TRUE,10.1016/j.matlet.2024.136007
β-tungsten,WN1,Thin Film,,,SC,Type-II,1.1 K,,A15,,Pm-3n,0.5102 nm,0.5102 nm,0.5102 nm,,0.63 T,TRUE,10.1016/j.matlet.2024.136007
β-tungsten,WN2,Thin Film,,,SC,Type-II,1.4 K,,A15,,Pm-3n,0.5114 nm,0.5114 nm,0.5114 nm,,0.63 T,TRUE,10.1016/j.matlet.2024.136007
WNiP,WNiP,Bulk,,,SC,Type-II,4.9 K,4 GPa,Fe2P-type,Hexagonal,,5.861,,3.607,,,TRUE,10.1016/S0038-1098(00)00393-8
WO2.55F0.45,WO2.55F0.45,Bulk,,,SC,,0.4 K,ambient,Cubic,perovskite-related,Pm-3m,3.81433,3.81433,3.81433,,,TRUE,10.1103/PhysRevB.84.174519
Fluorine-doped Tungsten Oxide (experimental),WO2.55F0.45,Bulk,,,SC,,0.4 K,,,Perovskite,,,,,,,TRUE,10.1103/PhysRevMaterials.3.064804
WO2.59F0.41,WO2.59F0.41,Bulk,,,SC,Type-II,0.4 K,ambient,Cubic,perovskite-related,Pm-3m,3.81219,3.81219,3.81219,,0.53 T,TRUE,10.1103/PhysRevB.84.174519
Fluorine-doped Tungsten Oxide,WO2.5F0.5,Bulk,,,SC,,0.36 K,,Tetragonal,Perovskite,,,,,,,FALSE,10.1103/PhysRevMaterials.3.064804
WO2.6F0.4,WO2.6F0.4,Bulk,,,SC,Type-II,0.4 K,Ambient,,,,,,,,,FALSE,10.1016/j.ssc.2013.01.012
WO2.89F0.11,WO2.89F0.11,Bulk,,,NSC,,,ambient,Tetragonal,perovskite-related,P4/nmm,5.24783,5.24783,3.86013,,,TRUE,10.1103/PhysRevB.84.174519
Tungsten trioxide,WO3,Bulk,,,NSC,,,,Monoclinic,corner-bonded monoclinic,,,,,,,True,10.1103/PhysRevB.9.3220
WO3,WO3,Bulk,,,NSC,,,,,perovskite,,,,,,,,10.1103/PhysRevB.65.214530
Tungsten trioxide with sodium surface doping,WO3,Bulk,,,SC,,91 K,,,,,,,,,,,10.1103/PhysRevB.66.184517
Tungsten trioxide,WO3,Bulk,,,NSC,,,,,,,,,,,,True,10.1103/PhysRevB.20.1903
Tungsten trioxide,WO3,Bulk,,,NSC,,,,,,,,,,,,,10.1103/PhysRevB.20.3670
Tungsten trioxide,WO3,Bulk,,,NSC,,,,,,,,,,,,,10.1103/PhysRevLett.89.227002
Tungsten Oxide,WO3,Bulk,,,SC,,,,,,,,,,,,,10.1103/PhysRevB.66.094508
Oxygen-deficient Tungsten Oxide,WO3,Bulk,,,SC,,,,Cubic,perovskite,,,,,,,False,10.1103/PhysRevB.61.9887
Tungsten oxide,WO3,Bulk,,,NSC,,,,,,,,,,,,True,10.1103/PhysRevB.65.144528
WO3,WO3,Bulk,,,NSC,,,ambient,Monoclinic,perovskite-related,P21/n,7.297,7.539,7.688,,,TRUE,10.1103/PhysRevB.84.174519
WO3-x,WO3-x,Bulk,,,SC,Type-II,3 K,,Tetragonal,,,,,,,,FALSE,10.1016/j.physc.2017.02.002
WoTe2 (under pressure),WoTe2,Bulk,,,SC,,8.2 K,,,,,,,,,,,10.1103/PhysRevB.93.094517
WO_{3-x},WO_{3-x},Bulk,,,NSC,,,,,,,,,,,,,10.1103/PhysRevB.78.054527
Tungsten Phosphide,WP,Bulk,,,SC,weak coupling BCS,0.8 K,ambient pressure,Orthorhombic,MnP-type (B31),Pnma,5.7222,3.2434,6.2110,,11.8 mT,TRUE,10.1103/PhysRevB.99.184509
Tungsten Phosphide,WP,Bulk,,,SC,,0.84 K,ambient pressure,Orthorhombic,MnP-type,Pnma,5.76,3.27,6.26,,12.5 mT,TRUE,10.1103/PhysRevB.105.174511
WRe2C,WRe2C,Bulk,,,SC,Type-II,4.50 K,Ambient,Face-centered cubic,fcc,Fm-3m,4.037,4.037,4.037,,6.3 T,TRUE,10.1016/j.jallcom.2020.157314
WReB,WReB,Bulk,,,SC,Type-II,5.30 K,,CuAl2-type,Tetragonal,I4/mcm,5.525 Å,,4.669 Å,13.3 mT,2.0 T,TRUE,10.1016/j.jallcom.2020.154855
WRe₃,WRe₃,Bulk,,,SC,,9.0 K,,Cubic,α-Mn type,cI58,,,,,,TRUE,Handbook of SC
Tungsten-Rhodium alloy,WRh,Bulk,,,SC,,3.37-2.64 K,,hexagonal,hcp,,,,,,,True,10.1103/PhysRev.97.74
